timestamp,source,elbow_joint_pos,elbow_joint_vel,shoulder_lift_joint_pos,shoulder_lift_joint_vel,shoulder_pan_joint_pos,shoulder_pan_joint_vel,wrist_1_joint_pos,wrist_1_joint_vel,wrist_2_joint_pos,wrist_2_joint_vel,wrist_3_joint_pos,wrist_3_joint_vel
0.000000,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.003577,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.011335,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.019366,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.027544,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.035218,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.043220,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.051177,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.059174,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.067120,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.075410,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.083313,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.091408,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.099192,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.107382,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.115389,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.123413,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.131280,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.139513,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.147485,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.155608,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.163243,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.171543,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.179705,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.187434,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.195230,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.203399,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.211317,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.219412,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.227203,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.235300,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.243426,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.251432,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.259278,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.267399,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.275414,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.283338,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.291323,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.299385,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.307500,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.315479,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.323471,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.331419,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.339389,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.347461,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.355345,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.363361,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.371438,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.379426,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.387188,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.395408,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.403486,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.411503,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.419278,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.427745,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.435396,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.443544,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.451252,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.459351,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.467508,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.475315,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.483204,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.491223,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.499367,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.507424,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.515262,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.523478,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.531256,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.539326,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.547238,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.555349,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.563274,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.571527,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.579225,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.587463,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.595363,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.603368,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.611257,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.619330,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.627430,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.635250,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.643338,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.651363,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.659498,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.667401,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.675237,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.683336,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.691434,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.699481,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.707308,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.715462,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.723365,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.731267,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.739202,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.747412,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.755349,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.763391,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.771245,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.779394,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
0.787370,executed,0.889012,-0.000000,-0.497070,0.000000,-2.088929,-0.000000,-0.363942,-0.000000,0.962049,-0.000000,1.557931,-0.000000
