timestamp_absolute,timestamp_relative,shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_vel,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel
1773396779.489284039,0.000000000,-2.089083020,-0.497013871,0.888916016,-0.364089791,0.962053001,1.557978988,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1773396779.589283943,0.100000000,-2.088930187,-0.498840094,0.892142271,-0.365654835,0.962218056,1.560936798,0.001528329,-0.018262228,0.032262550,-0.015650439,0.001650554,0.029578100
1773396779.689284086,0.200000000,-2.088759819,-0.500860942,0.895708559,-0.367383477,0.962402659,1.564223120,0.001703677,-0.020208478,0.035662888,-0.017286423,0.001846030,0.032863223
1773396779.789283991,0.300000000,-2.088588975,-0.502874983,0.899259675,-0.369103627,0.962588287,1.567509328,0.001708444,-0.020140416,0.035511151,-0.017201499,0.001856280,0.032862083
1773396779.889284134,0.400000000,-2.088417689,-0.504882903,0.902797120,-0.370816114,0.962774857,1.570795431,0.001712856,-0.020079197,0.035374458,-0.017124865,0.001865694,0.032861028
1773396779.989284039,0.500000000,-2.088245962,-0.506884776,0.906321049,-0.372521012,0.962962367,1.574081427,0.001717275,-0.020018729,0.035239289,-0.017048982,0.001875108,0.032859959
1773396780.089283943,0.600000000,-2.088073792,-0.508880678,0.909831615,-0.374218398,0.963150820,1.577367315,0.001721699,-0.019959022,0.035105661,-0.016973859,0.001884521,0.032858875
1773396780.189284086,0.700000000,-2.087901179,-0.510870684,0.913328970,-0.375908346,0.963340213,1.580653092,0.001726130,-0.019900060,0.034973544,-0.016899481,0.001893935,0.032857776
1773396780.289283991,0.799999999,-2.087728122,-0.512854867,0.916813261,-0.377590929,0.963530548,1.583938758,0.001730567,-0.019841831,0.034842910,-0.016825833,0.001903349,0.032856663
1773396780.389284134,0.899999998,-2.087554621,-0.514833299,0.920284634,-0.379266219,0.963721824,1.587224312,0.001735010,-0.019784319,0.034713730,-0.016752900,0.001912763,0.032855535
1773396780.489284039,0.999999998,-2.087380675,-0.516806050,0.923743231,-0.380934286,0.963914042,1.590509751,0.001739460,-0.019727513,0.034585977,-0.016680668,0.001922178,0.032854392
1773396780.589283943,1.099999999,-2.087206284,-0.518773190,0.927189194,-0.382595198,0.964107201,1.593795075,0.001743916,-0.019671398,0.034459624,-0.016609123,0.001931593,0.032853234
1773396780.689284086,1.200000000,-2.087031446,-0.520734786,0.930622658,-0.384249023,0.964301302,1.597080281,0.001748378,-0.019615963,0.034334645,-0.016538252,0.001941008,0.032852062
1773396780.789283991,1.300000000,-2.086856161,-0.522690906,0.934043760,-0.385895827,0.964496345,1.600365368,0.001752847,-0.019561196,0.034211014,-0.016468041,0.001950425,0.032850875
