timestamp_relative,shoulder_pan_joint_desired_pos,shoulder_lift_joint_desired_pos,elbow_joint_desired_pos,wrist_1_joint_desired_pos,wrist_2_joint_desired_pos,wrist_3_joint_desired_pos,shoulder_pan_joint_actual_pos,shoulder_lift_joint_actual_pos,elbow_joint_actual_pos,wrist_1_joint_actual_pos,wrist_2_joint_actual_pos,wrist_3_joint_actual_pos,shoulder_pan_joint_desired_vel,shoulder_lift_joint_desired_vel,elbow_joint_desired_vel,wrist_1_joint_desired_vel,wrist_2_joint_desired_vel,wrist_3_joint_desired_vel,shoulder_pan_joint_actual_vel,shoulder_lift_joint_actual_vel,elbow_joint_actual_vel,wrist_1_joint_actual_vel,wrist_2_joint_actual_vel,wrist_3_joint_actual_vel
0.000000382,-2.089082555,-0.497019430,0.888925836,-0.364094555,0.962053503,1.557987991,-2.089083020,-0.497013871,0.888916016,-0.364089791,0.962053001,1.557978988,0.000166224,-0.001986231,0.003508929,-0.001702168,0.000179517,0.003216964,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-0.000000000
0.048129478,-2.089014318,-0.497834799,0.890366289,-0.364793313,0.962127197,1.559308589,-2.089078728,-0.497066323,0.889008343,-0.364134614,0.962057710,1.558063626,0.002314081,-0.027651284,0.048849513,-0.023696710,0.002499144,0.044784921,0.000378878,-0.004491610,0.007928959,-0.003847328,0.000408055,0.007269342
0.080095056,-2.088948625,-0.498619778,0.891753055,-0.365466028,0.962198144,1.560579967,-2.089043919,-0.497478310,0.889736474,-0.364487950,0.962095082,1.558731318,0.001623841,-0.019403511,0.034278773,-0.016628500,0.001753704,0.031426559,0.001592406,-0.019021325,0.033596758,-0.016293680,0.001716603,0.030808439
0.111906030,-2.088897380,-0.499231533,0.892833652,-0.365990169,0.962253511,1.561571301,-2.088997666,-0.498033349,0.890716910,-0.364963357,0.962145150,1.559630275,0.001717314,-0.020442961,0.036095356,-0.017502695,0.001857826,0.033179190,0.002016997,-0.024187218,0.042725053,-0.020723756,0.002181220,0.039171942
0.143949034,-2.088841613,-0.499892687,0.894000334,-0.366555649,0.962313952,1.562646781,-2.088932339,-0.498811547,0.892091811,-0.365630452,0.962215722,1.560890675,0.001734747,-0.020506676,0.036171074,-0.017526318,0.001882580,0.033411376,0.002089303,-0.024831777,0.043870445,-0.021276070,0.002256411,0.040238466
0.175947091,-2.088786862,-0.500540250,0.895142640,-0.367109173,0.962373354,1.563701538,-2.088868920,-0.499571625,0.893433392,-0.366280858,0.962284803,1.562124133,0.001691120,-0.020038516,0.035357549,-0.017136498,0.001833286,0.032605721,0.001872475,-0.022310771,0.039387681,-0.019103721,0.002031173,0.036270343
0.207946490,-2.088732415,-0.501185637,0.896281473,-0.367661145,0.962432368,1.564751465,-2.088811700,-0.500247780,0.894626915,-0.366859261,0.962346613,1.563225150,0.001717286,-0.020315588,0.035838097,-0.017366390,0.001862994,0.033085334,0.001718543,-0.020239620,0.035703924,-0.017301146,0.001850168,0.032955997
0.239991833,-2.088677551,-0.501832449,0.897421924,-0.368213579,0.962491979,1.565806811,-2.088757340,-0.500890557,0.895760953,-0.367409054,0.962405264,1.564271569,0.001705979,-0.020059723,0.035355698,-0.017121452,0.001855710,0.032776033,0.001675329,-0.019866575,0.035045654,-0.016981976,0.001810484,0.032344710
0.271961836,-2.088623042,-0.502473483,0.898551786,-0.368760738,0.962551267,1.566854123,-2.088716332,-0.501372639,0.896611273,-0.367821042,0.962449431,1.565056801,0.001703871,-0.020063628,0.035369928,-0.017130988,0.001852246,0.032756954,0.001681524,-0.019930830,0.035165183,-0.017044963,0.001835010,0.032499854
0.303976344,-2.088568456,-0.503116703,0.899685827,-0.369310039,0.962610588,1.567903878,-2.088660542,-0.502032582,0.897774696,-0.368384186,0.962510467,1.566133618,0.001709735,-0.020122372,0.035470875,-0.017178929,0.001859041,0.032861774,0.001897716,-0.022267327,0.039272215,-0.019010385,0.002058786,0.036373243
