timestamp_absolute,timestamp_relative,shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_vel,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel
1770743226.344777107,0.000000000,-2.089085881,-0.497043912,0.889037013,-0.363944832,0.961984992,1.557996035,0.000000000,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
1770743226.444777012,0.100000000,-2.087861385,-0.511255815,0.914036739,-0.376035422,0.963322936,1.581381959,0.024767475,-0.284636263,0.499971241,-0.241527709,0.027181266,0.470762681
1770743226.544777155,0.200000000,-2.083959620,-0.553561431,0.987693811,-0.411365048,0.967713686,1.653454547,0.054058132,-0.554254454,0.956331764,-0.455186760,0.062238112,0.970845347
1770743226.644777060,0.300000000,-2.076829070,-0.620579402,1.101601092,-0.464806650,0.976204706,1.775556530,0.090021994,-0.779105388,1.303626547,-0.601739391,0.110350456,1.471191168
1770743226.744777203,0.400000000,-2.065567288,-0.708232328,1.245034221,-0.529261187,0.990470777,1.947691719,0.137701598,-0.969886369,1.550030709,-0.674886119,0.179087553,1.971502642
1770743226.844777107,0.500000000,-2.049818117,-0.807478063,1.398995728,-0.593258854,1.011413889,2.155621333,0.171707890,-0.974479908,1.464109065,-0.575333939,0.232008840,2.094395352
1770743226.944777012,0.600000000,-2.031166041,-0.903282631,1.538046155,-0.644176541,1.036814106,2.365060857,0.202255917,-0.945171646,1.321731783,-0.443799123,0.276443902,2.094395276
1770743227.044777155,0.700000000,-2.009162743,-0.997108168,1.664050046,-0.682050339,1.066802537,2.574500378,0.238952765,-0.933852807,1.200826346,-0.313329480,0.323900149,2.094395164
1770743227.144777060,0.800000000,-1.983112348,-1.090481678,1.778532350,-0.706689241,1.101735532,2.783939899,0.283499844,-0.935378023,1.089726674,-0.178476435,0.375565061,2.094395194
1770743227.244777203,0.900000000,-1.952136562,-1.184466832,1.882058913,-0.717521779,1.142108812,2.993379420,0.337878366,-0.945384659,0.980583410,-0.036969657,0.433070531,2.094395104
1770743227.344777107,1.000000000,-1.917332855,-1.274419110,1.969737552,-0.714450228,1.185896960,3.191320696,0.349066032,-0.834772548,0.761262724,0.089552942,0.431210748,1.824404975
1770743227.444777012,1.100000000,-1.882426093,-1.352243660,2.036469215,-0.701219888,1.228289376,3.360511620,0.349066108,-0.726002779,0.582980469,0.168700110,0.417010974,1.571068798
1770743227.544777155,1.200000000,-1.847519493,-1.420302594,2.087885408,-0.681737263,1.269373149,3.507458403,0.349065946,-0.638015801,0.451704364,0.216840739,0.405032268,1.375983908
1770743227.644777060,1.300000000,-1.812612893,-1.480315635,2.127863799,-0.658527878,1.309363625,3.637073605,0.349065935,-0.564260925,0.352258009,0.244630328,0.395093767,1.222145971
1770743227.744777203,1.400000000,-1.777706299,-1.533489252,2.159079185,-0.633272333,1.348448573,3.752878132,0.349065910,-0.500720578,0.275205178,0.258642468,0.386867352,1.098261981
1770743227.844777107,1.500000000,-1.746980210,-1.575358923,2.180841512,-0.610258544,1.382228440,3.845475086,0.237432834,-0.307099788,0.150376940,0.179047502,0.259026992,0.685758442
1770743227.944777012,1.600000000,-1.731586734,-1.594766036,2.190069744,-0.598638813,1.398962207,3.889049193,0.066839286,-0.082279268,0.038034435,0.050472953,0.072424636,0.185728559
1770743228.044777155,1.700000000,-1.726539247,-1.600979494,2.192941989,-0.594827272,1.404431481,3.883282276,-0.000000024,0.000000121,0.000000092,-0.000000214,-0.000000026,-0.293677260
1770743228.144777060,1.800000000,-1.726539251,-1.600979472,2.192942006,-0.594827311,1.404431476,3.828914990,-0.000000066,0.000000327,0.000000250,-0.000000578,-0.000000071,-0.793670018
1770743228.244777203,1.900000000,-1.726539260,-1.600979429,2.192942039,-0.594827387,1.404431467,3.724548304,-0.000000108,0.000000533,0.000000407,-0.000000941,-0.000000115,-1.293663554
1770743228.344777107,2.000000000,-1.726539279,-1.600979369,2.192942089,-0.594827497,1.404431447,3.570182252,-0.000000386,0.000000586,0.000000642,-0.000001226,-0.000000396,-1.793657027
