timestamp_relative,shoulder_pan_joint_desired_pos,shoulder_lift_joint_desired_pos,elbow_joint_desired_pos,wrist_1_joint_desired_pos,wrist_2_joint_desired_pos,wrist_3_joint_desired_pos,shoulder_pan_joint_actual_pos,shoulder_lift_joint_actual_pos,elbow_joint_actual_pos,wrist_1_joint_actual_pos,wrist_2_joint_actual_pos,wrist_3_joint_actual_pos,shoulder_pan_joint_desired_vel,shoulder_lift_joint_desired_vel,elbow_joint_desired_vel,wrist_1_joint_desired_vel,wrist_2_joint_desired_vel,wrist_3_joint_desired_vel,shoulder_pan_joint_actual_vel,shoulder_lift_joint_actual_vel,elbow_joint_actual_vel,wrist_1_joint_actual_vel,wrist_2_joint_actual_vel,wrist_3_joint_actual_vel
0.000000334,-2.089073594,-0.497089950,0.889041666,-0.364061277,0.961909445,1.558129595,-2.089076821,-0.497050110,0.888970971,-0.364026848,0.961906016,1.558066010,0.000584304,-0.007204379,0.012781843,-0.006223834,0.000621282,0.011505194,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,0.000000000
0.032000619,-2.089006770,-0.497907811,0.890491237,-0.364766556,0.961980757,1.559440405,-2.089074914,-0.497071568,0.889009118,-0.364045445,0.961907685,1.558100343,0.003865832,-0.047085171,0.083397946,-0.040555505,0.004135259,0.075644023,0.000199145,-0.002365879,0.004183670,-0.002032218,0.000201036,0.003774694
0.048048553,-2.088929549,-0.498844488,0.892149351,-0.365572518,0.962063525,1.560948250,-2.089065854,-0.497182671,0.889206409,-0.364141289,0.961917460,1.558278441,0.005792239,-0.069989108,0.123829546,-0.060164846,0.006219825,0.112879718,0.000814365,-0.009983908,0.017704606,-0.008616321,0.000876924,0.015988581
0.064061903,-2.088822536,-0.500131293,0.894424520,-0.366677363,0.962178705,1.563028587,-2.089041058,-0.497487370,0.889746070,-0.364404027,0.961944163,1.558766603,0.007556490,-0.090436713,0.159793270,-0.077556678,0.008151497,0.146547548,0.001978035,-0.024142191,0.042768687,-0.020807702,0.002119903,0.038724612
0.080089921,-2.088689123,-0.501718826,0.897227271,-0.368036824,0.962323015,1.565608429,-2.089020077,-0.497742001,0.890197217,-0.364623372,0.961966634,1.559175730,0.009008003,-0.106571955,0.187996342,-0.091127714,0.009770137,0.173683007,0.002726741,-0.033267740,0.058925707,-0.028664859,0.002931136,0.053444702
0.095956997,-2.088536127,-0.503516734,0.900395794,-0.369571536,0.962489474,1.568548362,-2.088958089,-0.498498742,0.891536474,-0.365274254,0.962033510,1.560393691,0.010069523,-0.117522571,0.206910518,-0.100141183,0.010990173,0.192830786,0.004544394,-0.055065740,0.097452588,-0.047347058,0.004887202,0.088766381
0.112004136,-2.088368959,-0.505452804,0.903800639,-0.371217960,0.962672566,1.571737339,-2.088847939,-0.499819104,0.893870711,-0.366407696,0.962152004,1.562530398,0.010772688,-0.123793544,0.217459366,-0.105057351,0.011840333,0.204708100,0.007775713,-0.093044549,0.164392859,-0.079797111,0.008386755,0.150766999
0.127998197,-2.088192182,-0.507467518,0.907335434,-0.372924001,0.962867576,1.575082837,-2.088702504,-0.501548592,0.896923542,-0.367888276,0.962309361,1.565341830,0.011232216,-0.126975255,0.222506811,-0.107286901,0.012435080,0.211718150,0.009533501,-0.112934783,0.199268684,-0.096612401,0.010331661,0.183910862
0.144135488,-2.088010038,-0.509511100,0.910912471,-0.374647183,0.963069889,1.578503415,-2.088537995,-0.503480736,0.900328875,-0.369537656,0.962488234,1.568500996,0.011648738,-0.129804718,0.226972114,-0.109249341,0.012976496,0.218027456,0.010462895,-0.122431405,0.215631455,-0.104387879,0.011398486,0.200606152
0.160153549,-2.087818853,-0.511631513,0.914617490,-0.376429503,0.963283292,1.582073580,-2.088363473,-0.505504910,0.903888941,-0.371259514,0.962679386,1.571833968,0.012310811,-0.136124069,0.237740176,-0.114323498,0.013759180,0.229554148,0.010970253,-0.126532137,0.222381487,-0.107470579,0.012040811,0.208883762
0.176263360,-2.087615586,-0.513880283,0.918545254,-0.378318458,0.963510405,1.585865536,-2.088182751,-0.507569615,0.907511950,-0.373008076,0.962878823,1.575260162,0.013049444,-0.144645175,0.252712955,-0.121570549,0.014566906,0.243737116,0.011331672,-0.128663599,0.225603372,-0.108824261,0.012520494,0.214090928
0.192273348,-2.087400638,-0.516271904,0.922726071,-0.380330771,0.963749925,1.589889462,-2.087995831,-0.509669606,0.911189258,-0.374780003,0.963086009,1.578771472,0.013707446,-0.153156057,0.267900421,-0.129021821,0.015244412,0.257248776,0.011720075,-0.131165743,0.229516700,-0.110540017,0.013023729,0.219788000
0.208317218,-2.087176768,-0.518784515,0.927124050,-0.382450174,0.963998372,1.594102025,-2.087899510,-0.510741536,0.913063049,-0.375682179,0.963192999,1.580570817,0.014323258,-0.161443693,0.282762241,-0.136344203,0.015863738,0.270201466,0.011955355,-0.133212611,0.232936427,-0.112117417,0.013313750,0.223791063
